ABOO AVL Rojinegro
11010429 2022569 1566330
60855553 2464570 2084390
11318739 2058150 1587030
8191829 1418090 1709010
8490779 1462480 54910573
16748788 2009680 2011019
17636098 1702600 1708660
76261371 2427689 2024670
23091777 2242830 1775349
67885102 2532420 2043820
14511438 1725910 2046439
69429791 1805440 1490740
18424917 1733850 1605970
66386701 2261149 2034350
20592138 1879199 1476850
15581248 2115279 2071309
15076208 1559169 1433690
9441579 1846790 1586920
11074339 1641430 1433180
72334011 1916980 1433420
9566369 1498139 1400550
9140679 1386580 1383390
59230303 1889939 1626470
8647339 1581230 1511600
8461530 1976359 1745580
8983079 1532370 1426739
70767332 1470260 1397401
8383819 1418680 1635210
6138399 1433430 1341320
6092839 1418230 1463640
63023002 2118180 1951649
15899309 1874619 1379370
10501079 1676149 54627633
9949109 1727740 1565359
9329469 1810140 1799830
78049260 1854140 1688920
20775597 2407550 1605830
82365009 1518240 1415230
7581779 1466260 1418330
6635559 1598470 1564210
63028542 1943980 1756860
16114918 1741069 1733600
7617039 1480050 66959972
16441279 1664379 1520440
8014549 1504830 1356970
7013779 1695760 1371600
6656420 1502170 50721673
11468549 1575359 1456749
8647009 1701910 1806900
8670089 1545990 1566669
6612189 54462093 1473100
12482378 1711539 1588690
8773949 1496420 1608500
8718048 1774300 1597370
6938099 50790834 1669900
12257448 1801950 1428280
6736049 1536880 1422310
6625249 2208289 1940850
7596409 54765053 2042100
21111658 1872039 1979610
14557578 1481780 1483810
62771912 1952970 1657120
19385588 1540509 1630180
75494551 2238690 1983720
15919228 1882410 2076430
12966508 2316290 2499300
63349492 2293750 3304749
18952478 1968559 1867620
10051189 1604680 1490850
17203827 1821120 1610980
9182119 1929779 1652970
12034639 2377250 2096129
78917010 1989330 1493700
14066968 2247430 2117640
71327871 2289760 2112950
77790030 2175660 2096789
28774306 2188830 1933850
67079042 2271530 2007010
21818086 1843609 1697770
10162689 1783630 50838973
25226298 1964659 1943310
16250927 1693170 1934449
20911508 2303209 2072390
20663008 55665533 1667640
19047537 2127090 1633860
11314408 1859730 1939550
9335189 50730534 2075449
12629579 1730830 1999649
11207439 2050060 1768370
76233600 2139570 2030119
16679647 1712389 1851810
11230539 2398209 50775774
13701018 1767330 2051690
11803658 1755310 1801010
10044718 1965850 1843959
66945652 2034800 1560860
14169229 1896500 1917300
66083861 2338990 1723890
10667909 1707179 1646020
7575099 1695210 1463950
7743330 1805710 1790090
66015022 2241520 1681530
10024868 1742770 1691890
10820819 2409800 2126829
61928413 2253430 1980170
14032298 2299910 2139289
10723769 2027540 4464360
9233708 2067690 46917124
12359289 2118959 1948859
9991269 1542660 3207640
8268008 2477580 2336840
62411592 2477810 2167120
12946988 2408720 2542709
12495149 2228770 2282380
69153431 2370929 2278689
26613447 2246060 2982019
52719174 2072770 1773680
12957759 2118249 2403360
81365510 2431250 2252060
11750338 1792190 1806140
10908939 62928692 2120419
31786966 3146299 1863190
6905369 1831170 1522330
14948268 1956610 1508880
9615418 2158260 2216810
9891569 1802699 1450490
73862511 2012720 1775020
19537587 1825060 1705550
72974361 2041509 2089840
19983087 2103380 2113749
75003711 2438070 2162129
22780608 52721083 2001440
20437467 2492809 2149030
15921258 1980299 1962200
70432702 2083219 1924080
21315018 2239899 2174000
69470721 2167640 1845759
13550018 1790030 1951609
85991530 2372940 2220160
21199647 3100930 1703150
54140303 2298649 2162629
14825198 2048450 2074440
71711071 1952950 1767349
15335168 2018200 1817149
18430768 51132033 2314120
31473887 2050459 2000220
77018951 1773699 1959400
19520478 2290569 2083930
59113663 2147670 1677999
20599428 2104910 2206339
15533988 54882764 2360089
15818108 2147250 1988090
10140858 2144589 2169560
11898159 51110883 2093370
19423607 2205540 2147370
15321718 2114030 2087250
70151762 2110140 2050680
16906478 2173740 2113390
74716570 3427320 1714490
9556859 1778639 1787860
10195529 1429270 1441439
74676210 2153040 2129730
21113627 50862914 2142640
36347096 2203260 2176970
9738419 1472351 46626015
23431237 2289280 2102200
15443198 1683300 1744790
63346642 1566460 1867390
14112948 1933610 1879981
9763169 1459510 1557390
71510421 2239760 2615219
15786927 1550700 1862570
67111112 1741100 1594619
13427188 1763010 1980759
18225808 2043669 50850934
18009668 2197230 1480730
15395928 1902500 2029610
73962800 2040720 1922899
14030629 1940040 2065869
12696248 51673913 2103580
18520368 2196560 1975050
13662139 2134330 1960610
72585091 1485670 1677980
18252788 2276399 1648030
67707552 2047870 2144959
108115457 1981840 1964400
104822147 2317750 2841209
13786119 5543099 2136049
109044497 2564540 30734796
29188566 2336100 2095430
94391448 2167160 2078340
20681947 1983690 1554390
61079822 1913050 1527420
17573998 2136631 1988030
89084339 2460290 2134710
70393191 2121480 2118450
18315277 1888740 1983910
72465551 1829030 1510649
11885308 2101850 2010339
12406958 2092290 2118809
67468512 1688250 1642980
8130459 1860059 1761990
10132079 1769380 1480220
11096728 50518364 1829840
13871608 1729180 1949210
15442168 2042840 2188080
72671691 2126970 2025580
12824008 1863800 1999300
13424018 1556730 1538680
66372582 2071560 2024070
14497458 2127859 2036830
70195831 1391790 1422600
12252958 1727600 1657070
12323628 1551140 1595200
66051732 2232459 1814169
17332258 1729590 1629490
12154119 2012630 50677343
40991166 1992419 1629740
56707993 1490380 1461230
24046647 2587129 1528480
17693408 1761570 1597690
15897928 2241610 1872010
12605298 1787450 1459270
12123348 1911430 50968424
18367967 1765200 2252260
11681648 1651210 1751890
9488829 1722220 51063503
31867096 2133079 2299090
71682581 2318879 2186911
20598148 2154340 2154150
64504043 2257709 2250120
22823277 2064450 2101889
13269649 2063440 50737443
19536048 2070890 2067279
13977519 2008840 1978781
69338741 2165589 2180689
13455099 1487999 1505710
8611039 1810190 1599070
66599202 1894629 1894410
15808228 1824150 1641149
11475688 1737610 1606000
76777680 2162280 2062890
10835159 1921409 1351570
13830928 43318785 2221080
18364118 4552220 2311420
15946518 2186150 55881993
53078594 2443560 2221059
68154001 2030090 1937129
22861727 1422210 1438920
145621473 2798120 2221180
28228517 64859642 2836489
105797117 2089980 2176890
15907519 1785709 2033279
14630308 51359274 2291130
47926334 2018360 2038819
14424478 1924460 1637250
53918184 2050279 2065180
75690991 1628699 1402670
35953546 2548230 2327289
50615664 1789720 2239019
22706298 1778229 1741840
8136049 1495210 1947630
80128160 4301689 3407970
23427347 1488629 1684710
58890843 2073240 2195090
15812288 1429129 1431911
62022152 1543970 1946460
27314666 1899760 1674670
72063151 2291290 2103750
18600198 1894810 1761829
75690251 1512020 1773280
13268808 2087080 1648180
8893828 2027730 1966070
66590782 2358820 2155989
13246939 1505559 1838040
10683689 1575860 1870489
69293152 2146280 2152279
10719808 1515480 1843990
10280709 54872293 2341650
27672756 1950960 2045249
14273428 51675853 2518560
33610416 2566760 1879179
81106760 1564470 1699400
9980369 1480669 1472690
7486079 1483670 1535940
64039722 2223890 2095780
16923857 2034189 2564359
12686198 46780225 2097840
29276016 2085399 2038550
13123579 2027990 50845073
18036888 1826160 2178369
20951868 55429403 2073270
23322768 2195200 2157380
20345358 50958653 2366380
26668667 2304830 2227159
77867561 2735830 2327979
14351599 2030230 2207940
10355509 1738629 1726290
67748412 2371860 2104509
20541728 1694380 1390070
67034901 2316640 2145880
15667698 2298799 2192470
70610631 2178420 2111360
30496616 1507580 1757330
13503829 2006169 42400675
26536526 2127370 2228400
12853378 1750880 1777920
7484249 1915170 41705204
20529328 1868239 4779650
19525697 2081719 2066530
11895949 2058039 38156724
9250939 1481240 5597640
11053548 2155060 2049480
12109449 1391059 1374510
56985633 2149730 2199030
92334758 2019189 1929959
15467258 2051720 2076570
91524989 2001520 1909809
84188290 2132230 2023470
16578678 2113330 2110470
77008140 2245250 2039160
12345448 1974600 1947240
11643429 55602074 2022719
18559348 2148450 2023410
10672909 2128140 2078860
64302742 2398749 1938490
20617308 2058389 1991070
16295768 50774664 1966800
21521308 2068880 2041449
70722041 2137489 1983940
22199398 2056240 2020940
15057188 1872400 1598640
70947761 2120320 2033770
25448746 2046919 1981030
67896601 1977430 1924780
17413688 2149290 1853229
72335972 2106519 2081390
15840498 2069740 2113240
73413270 2039460 2071080
14225188 1976410 1946660
67483082 2069459 1892290
12950058 2057160 2213680
9521568 1403350 1469030
66023092 1567860 1400059
8765350 1648580 2059179
14628268 1907700 1549410
7494609 1461240 50364864
26269256 2112950 2039500
76850950 2188730 2054730
13349248 1489820 1459210
9130719 1940150 2109449
8705179 50702284 2049220
18042538 1994490 1975280
11750729 1969039 2011540
72609721 2042310 1983090
13569268 2001350 1997330
66652722 2171770 1946470
19347837 2038320 2039710
14311168 2137920 55098633
18301218 2036549 2000019
12320879 2036760 2003710
67840592 2104789 1951160
18270268 2059140 1984770
71737821 2062380 1906840
19377188 2009130 1923279
73987951 1532970 1680630
10560468 2040169 2079460
8356859 2102990 1822580
7408898 1871719 1786250
65457422 2139400 1948030
16660868 1549069 1800110
9013009 1496620 1578729
17935528 1965879 1927870
12173738 2242080 1856560
70610531 2004330 1649370
13063138 1808540 1564290
11070498 2155890 1652450
64441852 1648470 1505900
8877179 1906820 2057440
12481158 1392480 1580570
61060812 1856560 1962970
10750649 1496529 1581870
7339120 1568440 1510140
7178539 1558710 1587910
6010029 54464743 1444520
13813148 1450760 1384570
7190339 1463790 1728950
7036269 1600749 1435240
8429648 1592589 1444071
63449122 1902090 1464370
8894628 1983350 1880100
78783570 1553979 1365720
8317549 2016700 1842130
9164488 1897760 1999080
74127081 2112440 1894030
11324609 1522710 1512770
8285429 1556010 1491270
71291681 1772359 1749940
10435048 1636821 1595169
7658779 1414609 1702490
67901222 1636629 1806060
8780939 1937400 1707050
7788749 1994220 2078839
64545992 1593221 1619130
10868618 1561661 1500870
9756459 1706660 1767980
10203958 1587420 1477430
66230812 1574230 1629739
8186789 1505309 1904420
10223089 2124860 2110350
61860073 1530210 1716610
12025959 1537610 1575830
7882360 1381200 1428130
6214389 1565630 1446410
63338802 1428490 1571420
8271358 1527350 1415009
7498839 1566810 1442440
6075009 1402710 1372300
6463309 1524000 1495990
59239792 5743140 1571200
8455100 1395879 1398050
6402630 1364650 1450240
7293669 1512250 1707649
58174632 1407229 1396380
8331618 1517570 1446020
6729749 1354079 1359840
6101280 1493130 1585790
6313200 1519590 1398440
57371703 1426220 1391030
9545559 1597730 1556450
7448460 1699899 1393220
11149908 1419980 1798529
63916032 1418110 1556480
9239579 1411809 1866260
8365919 1785359 1873920
9532959 1387940 1473770
62482453 1514839 1561080
8292498 1510000 1349570
7351079 1994140 1590550
9045188 1364250 54512843
16597419 1561510 1611009
7918519 1568520 1502080
9763028 1743799 1776919
63548023 1754769 1907290
19139378 1605549 2040870
11395359 2226619 1994900
65715072 2051030 2169000
19448137 1653250 1716530
61311632 1400980 1439250
14440898 2144400 2072750
9973828 2063760 2045980
6417289 1360010 1388650
68512202 2171630 2154689
16286039 1627500 1696620
7469259 50496324 1854960
16850038 1533470 1668659
6309570 1844539 1773200
6771409 1602060 1714920
65659002 1993879 1699550
10579589 1653200 1746529
7080980 1715730 1762299
8296839 2000850 1822530
78311100 1771670 2226959
9743699 1804899 1616360
9264389 2006080 6340059
47458854 2099120 2645249
9970059 1949670 1771120
8154729 1959539 1902220
64015372 1822539 1658730
9345229 1662309 1551231
6701769 1394140 1953670
8208999 1389450 1626099
64446912 2092489 2093590
15758718 6525069 2282949
13768108 5660040 1433609
54937404 3110070 1921670
9832419 1885630 1991680
9009318 1885070 1843790
69483132 2333149 4120530
16044219 1785809 1979430
10260679 2075849 1925719
61773373 1756890 1735400
13657519 2077180 1818349
65987442 2125950 2836779
15296889 1880269 1918070
11444459 1799479 1701170
67586482 1368940 2980869
22505698 2334429 2125340
11710228 2169649 2039760
56174073 3607569 1490699
119304745 2039379 5186190
15501318 5653909 1624500
59696733 2076850 2572329
109608887 2129010 2342500
16580678 1860960 1872770
47979204 2041890 1934609
11776999 1585661 1534669
19560298 1894400 2013959
12295089 30341976 1510780
31495646 1973920 2501880
19072088 42635604 1461630
22021867 2140720 2025900
15527398 2048489 2014360
85565520 2271240 2069799
16171418 2149410 2181409
71534640 2074570 2060090
24367577 2207390 2119720
93093048 4690339 2788340
53040674 2558119 3231530
18391418 2265550 2059840
11954988 47222125 2079780
47074724 2619239 2107800
17048068 3567319 18937038
24930817 1626970 1495149
12559769 1632640 2024659
15274678 1701080 43241345
21096267 1970150 1834300
8247219 1583559 1524919
8477129 1756270 1910460
61821442 2123830 2094569
18160988 1772680 1861290
61665342 5053770 2296949
14581619 2081419 2044289
11249569 2023969 1985979
71052462 1992090 3695620
15555338 1634890 1629149
8669928 2056910 2087450
57660123 1951790 1952529
8735409 1634850 1549850
7890229 1870989 1710901
75016881 1371950 1356370
9516508 2064329 2067620
9798309 1773910 1724520
55866023 1385551 1398450
12428499 1761210 1666770
9044509 1476410 1519690
12756498 1562210 5869259
80749220 1635250 1360630
9802449 1659769 1615540
11219389 42863385 6579839
23721297 2083479 2079409
9275049 2075540 2146940
55174213 1666520 1974869
20446078 1896080 2048619
6943210 1447039 1406909
5741099 1357269 1444380
55751263 1937770 2029250
9847758 8466810 1975249
14247288 1732280 1443870
59713343 1367680 1694710
10522308 1773770 1902109
10325419 4765240 1691880
10882398 45770735 1351300
17893137 4672560 1430250
7950569 4178419 1818890
11696378 2035810 6141389
57104343 1467320 1517600
7724869 1444620 1369249
6161699 1429130 1492610
8997929 1646860 1417390
6572549 1475850 1622210
53374983 2199460 2133260
7426729 3458710 1555999
8720099 1916470 1826719
63326173 1507830 2326139
11981599 2059830 2107219
11574439 1381860 1378540
7878379 3318369 1437160
56302843 1972080 1498430
8132929 2002519 1789409
11114529 2088460 2061039
57328693 2403800 2587040
13932728 1488130 1926159
77362501 5636879 1684800
13614808 2060450 2305360
11123228 2430280 2391660
84581219 5625760 1953370
12885019 1529200 1576339
62088933 5996289 2059670
20963078 1704929 1832000
61841202 1996550 3571150
16853518 1597400 2138300
8956929 1643790 2022100
61423882 3867689 2474260
17245478 2142230 3425539
8904769 1428320 1469279
61616773 2100859 2143450
10528268 1404690 1671780
9053989 1614360 1530360
7636639 50654954 1981739
16089938 2121450 2170420
9751019 1649941 1698439
7852759 1701550 54570613
19429308 2059799 1981390
7760479 1405420 1700860
6612929 1394520 1369010
60104102 2143610 2168680
18295747 1392839 1389300
6027459 1545300 1456660
5809899 1521270 1382770
68232131 2065369 3785430
16065458 1575880 1517050
5840309 1673761 52475743
36644765 1477420 1438220
7533089 1605690 1477360
6518319 1501200 1384710
6403359 1401030 1421869
49473444 2232810 2284590
14674328 1497590 1541850
6428949 1443530 51270094
14891599 2073979 2251910
14767208 2222950 2086020
11391988 1710140 46599155
19741348 2352630 2157900
10737458 1484930 1404689
5850079 1393950 1456690
61090122 1631910 1848580
12130178 1442170 1445670
6785699 1431290 1726900
7551628 1538379 54890464
27444186 1836960 1653740
7648699 1620230 1942820
8788739 1458950 1420890
69627862 1637470 1574279
6650849 1534290 2118350
7530819 1602940 1369139
6021380 46869194 2089710
19476298 1996820 1535990
8662569 1944740 1829579
60670972 2108760 2197989
16614218 1955980 1646690
8536079 1462529 1819380
8093849 1409740 54565183
25271827 1433190 1636930
16924488 1515339 1547710
57332063 2101020 2176920
13330798 2014840 1553420
7901219 1996419 1414420
7002710 54706673 6436589
30865916 2142520 2063740
60438082 2096480 2118300
19690577 2137620 3040540
8594879 1872910 1386589
63169163 2215780 2921549
11583988 1575590 1632620
6775639 1487050 1695210
7284959 1507710 1492380
